date,cantidad (TM)
2020-05-10,20
2020-05-11,0
2020-05-12,42
2020-05-13,23
2020-05-14,84
2020-05-15,30
2020-05-16,60
2020-05-17,0
2020-05-18,14
2020-05-19,78
2020-05-20,42
2020-05-21,21
2020-05-22,57
2020-05-23,68
2020-05-24,1
2020-05-25,35
2020-05-26,41
2020-05-27,34
2020-05-28,240
2020-05-29,32
2020-05-30,42
2020-05-31,0
2020-06-01,50
2020-06-02,164
2020-06-03,26
2020-06-04,104
2020-06-05,91
2020-06-06,41
2020-06-07,0
2020-06-08,47
2020-06-09,70
2020-06-10,20
2020-06-11,122
2020-06-12,20
2020-06-13,94
2020-06-14,8
2020-06-15,107
2020-06-16,143
2020-06-17,82
2020-06-18,15
2020-06-19,130
2020-06-20,64
2020-06-21,0
2020-06-22,93
2020-06-23,125
2020-06-24,5
2020-06-25,41
2020-06-26,129
2020-06-27,3
2020-06-28,0
2020-06-29,44
2020-06-30,123
2020-07-01,40
2020-07-02,42
2020-07-03,118
2020-07-04,85
2020-07-05,15
2020-07-06,16
2020-07-07,109
2020-07-08,65
2020-07-09,135
2020-07-10,46
2020-07-11,10
2020-07-12,21
2020-07-13,34
2020-07-14,113
2020-07-15,0
2020-07-16,14
2020-07-17,59
2020-07-18,107
2020-07-19,0
2020-07-20,0
2020-07-21,190
2020-07-22,60
2020-07-23,67
2020-07-24,216
2020-07-25,71
2020-07-26,84
2020-07-27,0
2020-07-28,122
2020-07-29,76
2020-07-30,118
2020-07-31,11
2020-08-01,72
2020-08-02,43
2020-08-03,1
2020-08-04,88
2020-08-05,21
2020-08-06,76
2020-08-07,86
2020-08-08,70
2020-08-09,21
2020-08-10,0
2020-08-11,38
2020-08-12,11
2020-08-13,67
2020-08-14,211
2020-08-15,63
2020-08-16,0
2020-08-17,0
2020-08-18,205
2020-08-19,63
2020-08-20,171
2020-08-21,218
2020-08-22,48
2020-08-23,12
2020-08-24,53
2020-08-25,125
2020-08-26,70
2020-08-27,63
2020-08-28,51
2020-08-29,87
2020-08-30,49
2020-08-31,25
2020-09-01,363
2020-09-02,49
2020-09-03,285
2020-09-04,60
2020-09-05,185
2020-09-06,0
2020-09-07,165
2020-09-08,88
2020-09-09,507
2020-09-10,54
2020-09-11,405
2020-09-12,44
2020-09-13,0
2020-09-14,38
2020-09-15,76
2020-09-16,66
2020-09-17,114
2020-09-18,54
2020-09-19,406
2020-09-20,21
2020-09-21,172
2020-09-22,79
2020-09-23,337
2020-09-24,129
2020-09-25,30
2020-09-26,125
2020-09-27,243
2020-09-28,39
2020-09-29,720
2020-09-30,21
2020-10-01,388
2020-10-02,114
2020-10-03,200
2020-10-04,0
2020-10-05,57
2020-10-06,197
2020-10-07,23
2020-10-08,219
2020-10-09,142
2020-10-10,36
2020-10-11,17
2020-10-12,13
2020-10-13,355
2020-10-14,56
2020-10-15,115
2020-10-16,138
2020-10-17,216
2020-10-18,49
2020-10-19,133
2020-10-20,63
2020-10-21,143
2020-10-22,72
2020-10-23,118
2020-10-24,99
2020-10-25,17
2020-10-26,0
2020-10-27,99
2020-10-28,44
2020-10-29,565
2020-10-30,143
2020-10-31,560
2020-11-01,17
2020-11-02,147
2020-11-03,90
2020-11-04,74
2020-11-05,46
2020-11-06,214
2020-11-07,65
2020-11-08,1
2020-11-09,0
2020-11-10,156
2020-11-11,3
2020-11-12,114
2020-11-13,139
2020-11-14,652
2020-11-15,41
2020-11-16,112
2020-11-17,98
2020-11-18,79
2020-11-19,50
2020-11-20,154
2020-11-21,120
2020-11-22,48
2020-11-23,2
2020-11-24,137
2020-11-25,41
2020-11-26,450
2020-11-27,83
2020-11-28,366
2020-11-29,35
2020-11-30,135
2020-12-01,114
2020-12-02,36
2020-12-03,84
2020-12-04,68
2020-12-05,4
2020-12-06,36
2020-12-07,1
2020-12-08,46
2020-12-09,52
2020-12-10,139
2020-12-11,212
2020-12-12,617
2020-12-13,105
2020-12-14,199
2020-12-15,98
2020-12-16,199
2020-12-17,149
2020-12-18,89
2020-12-19,88
2020-12-20,128
2020-12-21,50
2020-12-22,398
2020-12-23,107
2020-12-24,42
2020-12-25,0
2020-12-26,141
2020-12-27,19
2020-12-28,89
2020-12-29,45
2020-12-30,137
2020-12-31,271
2021-01-01,17
2021-01-02,60
2021-01-03,78
2021-01-04,67
2021-01-05,62
2021-01-06,270
2021-01-07,728
2021-01-08,39
2021-01-09,98
2021-01-10,218
2021-01-11,17
2021-01-12,141
2021-01-13,105
2021-01-14,81
2021-01-15,383
2021-01-16,90
2021-01-17,8
2021-01-18,130
2021-01-19,258
2021-01-20,83
2021-01-21,115
2021-01-22,93
2021-01-23,53
2021-01-24,138
2021-01-25,102
2021-01-26,251
2021-01-27,103
2021-01-28,151
2021-01-29,825
2021-01-30,75
2021-01-31,68
2021-02-01,0
2021-02-02,82
2021-02-03,44
2021-02-04,189
2021-02-05,184
2021-02-06,88
2021-02-07,79
2021-02-08,44
2021-02-09,166
2021-02-10,91
2021-02-11,156
2021-02-12,53
2021-02-13,31
2021-02-14,67
2021-02-15,16
2021-02-16,217
2021-02-17,70
2021-02-18,118
2021-02-19,151
2021-02-20,110
2021-02-21,165
2021-02-22,0
2021-02-23,147
2021-02-24,23
2021-02-25,166
2021-02-26,78
2021-02-27,191
2021-02-28,48
2021-03-01,74
2021-03-02,135
2021-03-03,51
2021-03-04,255
2021-03-05,73
2021-03-06,245
2021-03-07,0
2021-03-08,63
2021-03-09,125
2021-03-10,52
2021-03-11,0
2021-03-12,96
2021-03-13,93
2021-03-14,0
2021-03-15,76
2021-03-16,52
2021-03-17,0
2021-03-18,113
2021-03-19,35
2021-03-20,1056
2021-03-21,1
2021-03-22,238
2021-03-23,400
2021-03-24,590
2021-03-25,23
2021-03-26,150
2021-03-27,65
2021-03-28,50
2021-03-29,0
2021-03-30,673
2021-03-31,162
2021-04-01,364
2021-04-02,36
2021-04-03,196
2021-04-04,63
2021-04-05,157
2021-04-06,217
2021-04-07,57
2021-04-08,105
2021-04-09,526
2021-04-10,163
2021-04-11,87
2021-04-12,78
2021-04-13,825
2021-04-14,78
2021-04-15,201
2021-04-16,292
2021-04-17,367
2021-04-18,149
2021-04-19,68
2021-04-20,73
2021-04-21,96
2021-04-22,160
2021-04-23,516
2021-04-24,116
2021-04-25,71
2021-04-26,0
2021-04-27,536
2021-04-28,45
2021-04-29,55
2021-04-30,91
2021-05-01,205
2021-05-02,1
2021-05-03,282
2021-05-04,123
2021-05-05,420
2021-05-06,50
2021-05-07,808
2021-05-08,146
2021-05-09,275
2021-05-10,11
2021-05-11,552
2021-05-12,93
2021-05-13,157
2021-05-14,27
2021-05-15,43
2021-05-16,69
2021-05-17,36
2021-05-18,143
2021-05-19,25
2021-05-20,54
2021-05-21,500
2021-05-22,48
2021-05-23,240
2021-05-24,5
2021-05-25,340
2021-05-26,46
2021-05-27,336
2021-05-28,44
2021-05-29,354
2021-05-30,0
2021-05-31,2
2021-06-01,39
2021-06-02,64
2021-06-03,87
2021-06-04,74
2021-06-05,68
2021-06-06,138
2021-06-07,0
2021-06-08,348
2021-06-09,110
2021-06-10,425
2021-06-11,24
2021-06-12,330
2021-06-13,98
2021-06-14,112
2021-06-15,1
2021-06-16,41
2021-06-17,80
2021-06-18,84
2021-06-19,39
2021-06-20,51
2021-06-21,105
2021-06-22,511
2021-06-23,153
2021-06-24,106
2021-06-25,362
2021-06-26,87
2021-06-27,62
2021-06-28,2
2021-06-29,0
2021-06-30,69
2021-07-01,0
2021-07-02,220
2021-07-03,37
2021-07-04,139
2021-07-05,31
2021-07-06,72
2021-07-07,16
2021-07-08,180
2021-07-09,70
2021-07-10,198
2021-07-11,42
2021-07-12,19
2021-07-13,76
2021-07-14,48
2021-07-15,66
2021-07-16,124
2021-07-17,106
2021-07-18,3
2021-07-19,0
2021-07-20,287
2021-07-21,0
2021-07-22,159
2021-07-23,162
2021-07-24,361
2021-07-25,22
2021-07-26,0
2021-07-27,149
2021-07-28,0
2021-07-29,32
2021-07-30,105
2021-07-31,119
2021-08-01,52
2021-08-02,4
2021-08-03,42
2021-08-04,31
2021-08-05,81
2021-08-06,0
2021-08-07,213
2021-08-08,15
2021-08-09,59
2021-08-10,191
2021-08-11,47
2021-08-12,97
2021-08-13,79
2021-08-14,29
2021-08-15,0
2021-08-16,10
2021-08-17,384
2021-08-18,52
2021-08-19,32
2021-08-20,52
2021-08-21,332
2021-08-22,21
2021-08-23,48
2021-08-24,139
2021-08-25,241
2021-08-26,128
2021-08-27,79
2021-08-28,94
2021-08-29,82
2021-08-30,0
2021-08-31,156
2021-09-01,6
2021-09-02,117
2021-09-03,31
2021-09-04,194
2021-09-05,86
2021-09-06,113
2021-09-07,131
2021-09-08,193
2021-09-09,34
2021-09-10,9
2021-09-11,87
2021-09-12,71
2021-09-13,36
2021-09-14,21
2021-09-15,248
2021-09-16,123
2021-09-17,202
2021-09-18,202
2021-09-19,23
2021-09-20,54
2021-09-21,154
2021-09-22,19
2021-09-23,271
2021-09-24,38
2021-09-25,522
2021-09-26,126
2021-09-27,147
2021-09-28,468
2021-09-29,251
2021-09-30,125
2021-10-01,199
2021-10-02,1021
2021-10-03,51
2021-10-04,304
2021-10-05,79
2021-10-06,316
2021-10-07,28
2021-10-08,178
2021-10-09,237
2021-10-10,96
2021-10-11,71
2021-10-12,157
2021-10-13,147
2021-10-14,115
2021-10-15,493
2021-10-16,200
2021-10-17,120
2021-10-18,10
2021-10-19,113
2021-10-20,272
2021-10-21,9
2021-10-22,270
2021-10-23,19
2021-10-24,177
2021-10-25,0
2021-10-26,119
2021-10-27,199
2021-10-28,0
2021-10-29,582
2021-10-30,71
2021-10-31,231
2021-11-01,97
2021-11-02,55
2021-11-03,91
2021-11-04,75
2021-11-05,300
2021-11-06,0
2021-11-07,212
2021-11-08,71
2021-11-09,22
2021-11-10,0
2021-11-11,221
2021-11-12,323
2021-11-13,80
2021-11-14,235
2021-11-15,0
2021-11-16,168
2021-11-17,0
2021-11-18,185
2021-11-19,174
2021-11-20,108
2021-11-21,44
2021-11-22,0
2021-11-23,85
2021-11-24,233
2021-11-25,110
2021-11-26,222
2021-11-27,127
2021-11-28,265
2021-11-29,0
2021-11-30,411
2021-12-01,32
2021-12-02,206
2021-12-03,531
2021-12-04,355
2021-12-05,517
2021-12-06,14
2021-12-07,115
2021-12-08,0
2021-12-09,83
2021-12-10,168
2021-12-11,76
2021-12-12,155
2021-12-13,1
2021-12-14,253
2021-12-15,70
2021-12-16,363
2021-12-17,112
2021-12-18,110
2021-12-19,353
2021-12-20,38
2021-12-21,728
2021-12-22,96
2021-12-23,268
2021-12-24,127
2021-12-25,0
2021-12-26,0
2021-12-27,55
2021-12-28,149
2021-12-29,77
2021-12-30,171
2021-12-31,80
2022-01-01,0
2022-01-02,0
2022-01-03,45
2022-01-04,129
2022-01-05,22
2022-01-06,169
2022-01-07,167
2022-01-08,77
2022-01-09,141
2022-01-10,115
2022-01-11,79
2022-01-12,109
2022-01-13,76
2022-01-14,192
2022-01-15,142
2022-01-16,322
2022-01-17,3
2022-01-18,142
2022-01-19,2
2022-01-20,98
2022-01-21,58
2022-01-22,126
2022-01-23,41
2022-01-24,1
2022-01-25,6
2022-01-26,282
2022-01-27,86
2022-01-28,79
2022-01-29,88
2022-01-30,131
2022-01-31,37
2022-02-01,460
2022-02-02,174
2022-02-03,141
2022-02-04,110
2022-02-05,210
2022-02-06,100
2022-02-07,27
2022-02-08,118
2022-02-09,293
2022-02-10,151
2022-02-11,400
2022-02-12,43
2022-02-13,218
2022-02-14,0
2022-02-15,265
2022-02-16,176
2022-02-17,106
2022-02-18,61
2022-02-19,480
2022-02-20,97
2022-02-21,138
2022-02-22,149
2022-02-23,394
2022-02-24,22
2022-02-25,289
2022-02-26,162
2022-02-27,129
2022-02-28,23
2022-03-01,56
2022-03-02,89
2022-03-03,125
2022-03-04,18
2022-03-05,889
2022-03-06,63
2022-03-07,331
2022-03-08,239
2022-03-09,353
2022-03-10,264
2022-03-11,234
2022-03-12,36
2022-03-13,135
2022-03-14,0
2022-03-15,358
2022-03-16,433
2022-03-17,223
2022-03-18,171
2022-03-19,373
2022-03-20,145
2022-03-21,121
2022-03-22,257
2022-03-23,296
2022-03-24,237
2022-03-25,94
2022-03-26,711
2022-03-27,422
2022-03-28,386
2022-03-29,52
2022-03-30,88
2022-03-31,187
2022-04-01,95
2022-04-02,262
2022-04-03,102
2022-04-04,53
2022-04-05,454
2022-04-06,49
2022-04-07,953
2022-04-08,293
2022-04-09,171
2022-04-10,162
2022-04-11,46
2022-04-12,525
2022-04-13,191
2022-04-14,426
2022-04-15,34
2022-04-16,490
2022-04-17,0
2022-04-18,156
2022-04-19,174
2022-04-20,278
2022-04-21,143
2022-04-22,55
2022-04-23,236
2022-04-24,189
2022-04-25,102
2022-04-26,163
2022-04-27,450
2022-04-28,159
2022-04-29,492
2022-04-30,377
2022-05-01,294
2022-05-02,96
2022-05-03,292
2022-05-04,66
2022-05-05,158
2022-05-06,228
2022-05-07,125
2022-05-08,171
2022-05-09,167
2022-05-10,547
2022-05-11,368
2022-05-12,770
2022-05-13,534
2022-05-14,696
2022-05-15,135
2022-05-16,52
2022-05-17,209
2022-05-18,203
2022-05-19,195
2022-05-20,85
2022-05-21,449
2022-05-22,141
2022-05-23,319
2022-05-24,402
2022-05-25,472
2022-05-26,299
2022-05-27,422
2022-05-28,484
2022-05-29,241
2022-05-30,265
2022-05-31,420
2022-06-01,54
2022-06-02,60
2022-06-03,46
2022-06-04,144
2022-06-05,106
2022-06-06,90
2022-06-07,285
2022-06-08,479
2022-06-09,718
2022-06-10,192
2022-06-11,892
2022-06-12,266
2022-06-13,236
2022-06-14,357
2022-06-15,46
2022-06-16,215
2022-06-17,14
2022-06-18,167
2022-06-19,87
2022-06-20,0
2022-06-21,165
2022-06-22,170
2022-06-23,346
2022-06-24,545
2022-06-25,1104
2022-06-26,620
2022-06-27,1018
2022-06-28,63
2022-06-29,97
2022-06-30,77
2022-07-01,51
2022-07-02,47
2022-07-03,60
2022-07-04,29
2022-07-05,199
2022-07-06,0
2022-07-07,175
2022-07-08,87
2022-07-09,97
2022-07-10,283
2022-07-11,18
2022-07-12,365
2022-07-13,217
2022-07-14,137
2022-07-15,160
2022-07-16,89
2022-07-17,1
2022-07-18,44
2022-07-19,110
2022-07-20,19
2022-07-21,146
2022-07-22,33
2022-07-23,200
2022-07-24,39
2022-07-25,155
2022-07-26,391
2022-07-27,420
2022-07-28,0
2022-07-29,265
2022-07-30,60
2022-07-31,40
2022-08-01,23
2022-08-02,414
2022-08-03,15
2022-08-04,116
2022-08-05,281
2022-08-06,0
2022-08-07,167
2022-08-08,2
2022-08-09,99
2022-08-10,141
2022-08-11,61
2022-08-12,339
2022-08-13,178
2022-08-14,80
2022-08-15,22
2022-08-16,292
2022-08-17,160
2022-08-18,241
2022-08-19,494
2022-08-20,257
2022-08-21,177
2022-08-22,56
2022-08-23,190
2022-08-24,153
2022-08-25,94
2022-08-26,142
2022-08-27,660
2022-08-28,247
2022-08-29,39
2022-08-30,272
